A.PROJ_NO,A.BLK_NO,A.LTH,A.BTH,A.HGT,A.NET_WGT,WKA_CD,DTL_ARNO_CD,IN_OUT_AREA,A.IA_NOW_P_STG,A.IA_NOW_FNDT,LOGI_CHK_DESC,LOGI_CHK_DT,LOGI_UPLOAD_DT,후공정 대기 기간,AF_CODE_DESC,IA_AF_STDT,IA_AF_WKA_NM,IA_AF_WK_CENT_DSC,EXP_PRE_OUTFIT_STDT,A.IA_AF_STDT
 SN2591, D35GP,13.2,21.9,11,0, JA,4, 사내, PE(PRE-ERECTION),20240307,,,,, 도장(Paint),20240313, FPS, 선행도장부선행도장3과,,
 SN2591, D35GS,13.2,21.1,11,0, FC,7, 사내, PE(PRE-ERECTION),20240307,,,,, 도장(Paint),20240313, FPS, 선행도장부선행도장3과,,
 SN2591, D36GP,12.7,21.9,6.9,0, IA,3, 사내, PE(PRE-ERECTION),20240308,,,,, 도장(Paint),20240313, H, 선행도장부선행도장2과,,
 SN2591, D36GS,12.7,21.1,6.9,0, IA,3, 사내, PE(PRE-ERECTION),20240308,,,,, 도장(Paint),20240313, 3K, 선행도장부선행도장1과,,
 SN2591, D550S,6.6,5.4,5.8,8, UA,7, 사내, 내업의장,20240208,,,,, TURN OVER,20240222,,,,
 SN2591, E11GC,14.2,39.1,5.1,0, 3G,7, 사내, 도장(Paint),20240306,,,,, UNIT 의장,20240308, Z, 구매공통작업장,,
 SN2591, E12GC,15,27.4,5.9,0, HB,5, 사내, 도장(Paint),20240228,,,,, UNIT 의장,20240304, Z, 구매공통작업장,,
 SN2591, E140C,11.9,9,4.7,4, 3U,3, 사내, 도장(Paint),20240304,,,,, 올리기(BLOCK LIFT UP),20240305,,,,
 SN2591, E150C,10.8,4,7.3,0, PB04,3, 사내, 내업의장,20240205,,,,, 도장(Paint),20240221, H, 선행도장부선행도장2과,,
 SN2591, E31PP,28.7,16.8,4.7,0, JC,3, 사내, PE(PRE-ERECTION),20240223,,,,, 도장(Paint),20240229, H, 선행도장부선행도장2과,,
 SN2591, E31PS,28.7,16.8,4.7,0, FA,5, 사내, PE(PRE-ERECTION),20240221,,,,, 도장(Paint),20240228, 3K, 선행도장부선행도장1과,,
 SN2591, E330P,10.2,14.1,6,10, UC,13, 사내, 선행의장(OUTFITTING),20240214,,,,, 도장(Paint),20240222, H, 선행도장부선행도장2과,,
 SN2591, E330S,10.2,14.9,6,13, 3P,6, 사내, 선행의장(OUTFITTING),20240214,,,,, 도장(Paint),20240221, 3K, 선행도장부선행도장1과,,
 SN2591, E340C,14.6,15.6,5.3,33, S1B,3, 사내, 선행의장(OUTFITTING),20240219,,,,, 도장(Paint),20240223, 3K, 선행도장부선행도장1과,,
 SN2591, E350C,9.6,10.4,5.2,20, JC,5, 사내, 선행의장(OUTFITTING),20240305,,,,, 도장(Paint),20240308, 3K, 선행도장부선행도장1과,,
 SN2591, E360C,2,9.1,2.8,8, S1A,3, 사내, 선행의장(OUTFITTING),20240221,,,,, 도장(Paint),20240223, H, 선행도장부선행도장2과,,
 SN2591, E370P,12,12,4,6, S1A,4, 사내, 선행의장(OUTFITTING),20240222,,,,, 도장(Paint),20240229, H, 선행도장부선행도장2과,,
 SN2591, E410P,14.2,17.5,5.4,40, S1B,5, 사내, 선행의장(OUTFITTING),20240216,,,,, 도장(Paint),20240222, H, 선행도장부선행도장2과,,
 SN2591, E410S,14.2,17.5,5.4,42, S1B,6, 사내, 선행의장(OUTFITTING),20240216,,,,, 도장(Paint),20240222, FPS, 선행도장부선행도장3과,,
 SN2591, E420P,14.5,17.7,5.5,49, OA,13, 사내, 선행의장(OUTFITTING),20240215,,,,, 도장(Paint),20240223, H, 선행도장부선행도장2과,,
 SN2591, E420S,14.5,17.7,5.5,43, 2C4,1, 사내, 선행의장(OUTFITTING),20240220,,,,, 도장(Paint),20240227, FPS, 선행도장부선행도장3과,,
 SN2591, E430P,10.7,12.8,6.1,25, DK2,1, 사외, 선행의장(OUTFITTING),20240216,,,,, 도장(Paint),20240226, H, 선행도장부선행도장2과,,
 SN2591, E430S,10.3,7.5,6.1,12, HNE,16, 사내, 선행의장(OUTFITTING),20240216,,,,, 도장(Paint),20240223, FP, 선행도장부선행도장3과,,
 SN2591, E441P,3.2,7.2,3.7,8, OD,36, 사내, 중조(MID ASSEMBLY),20240219,,,,, 대조립(ASSEMBLY),20240223, A1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2591, E441S,3.2,7.2,3.7,9, OD,36, 사내, 내업의장,20240220,,,,, 대조립(ASSEMBLY),20240222, A3, [가상]전략생산팀(가공그룹)조립3과,,
 SN2591, E444P,14.9,8.2,4.6,25, VB,11, 사내, 내업의장,20240216,,,,, 대조립(ASSEMBLY),20240223, A1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2591, E444S,14.9,8.2,4.6,25, VB,4, 사내, 내업의장,20240216,,,,, 대조립(ASSEMBLY),20240222, A3, [가상]전략생산팀(가공그룹)조립3과,,
 SN2591, E460C,10.7,9,5.4,18, S2,10, 사내, 선행의장(OUTFITTING),20240227,,,,, 도장(Paint),20240304, H, 선행도장부선행도장2과,,
 SN2591, E480C,15.8,8.8,2.7,41, OD,33, 사내, 대조립(ASSEMBLY),20240219,,,,, 선행의장(OUTFITTING),20240227, S1, 전략생산팀(의장그룹)의장3과,,
 SN2591, E511P,7.1,12,5.2,15, UE,20, 사내, 내업의장,20240219,,,,, 대조립(ASSEMBLY),20240222, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, E511S,7.1,12,5.2,17, VB,1, 사내, 내업의장,20240221,,,,, 대조립(ASSEMBLY),20240223, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, E513P,14.9,7.1,2,22, S1A,1, 사내, 내업의장,20240206,,,,, 대조립(ASSEMBLY),20240222, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, E513S,11.2,7.1,2,17, VB,16, 사내, 내업의장,20240214,,,,, 대조립(ASSEMBLY),20240223, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, E521P,14.6,7.2,2.6,18, VB,9, 사내, 중조(MID ASSEMBLY),20240220,,,,, 대조립(ASSEMBLY),20240229, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, E521S,14.6,7.2,3.4,19, UE,15, 사내, 내업의장,20240223,,,,, 대조립(ASSEMBLY),20240228, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, E522S,11.9,7.2,1.7,14, N5,1, 사내, 내업의장,20240227,,,,, 대조립(ASSEMBLY),20240228, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, E53AP,15.2,4.7,1.8,25, VB,6, 사내, 선행중조,20240123,,,,, 중조(MID ASSEMBLY),20240305, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2591, E53AS,15.2,4.7,1.8,25, VB,6, 사내, 선행중조,20240123,,,,, 중조(MID ASSEMBLY),20240305, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2591, E54YP,14.6,3,1.1,19, UF,17, 사내, 선선행중조,20240131,,,,, 선행중조,20240216, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2591, E54YS,14.6,3,1.1,19, UF,17, 사내, 선선행중조,20240131,,,,, 선행중조,20240216, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2591, E61AP,9.9,5.3,2,7, NA,10, 사내, 선행중조,20240215,,,,, 중조(MID ASSEMBLY),20240221, N2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, E61AS,9.9,5.3,2,7, NA,10, 사내, 선행중조,20240215,,,,, 중조(MID ASSEMBLY),20240221, N2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, E62AP,7.2,5.3,2.5,6, JA,5, 사내, 선행중조,20240214,,,,, 중조(MID ASSEMBLY),20240215, N2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, E62AS,7.2,5.3,2.5,6, JA,5, 사내, 선행중조,20240214,,,,, 중조(MID ASSEMBLY),20240216, N2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, H160P,13.2,8.2,3,14, PB04,4, 사내, 내업의장,20240118,,,,, 도장(Paint),20240221, H, 선행도장부선행도장2과,,
 SN2591, H160S,13.2,8.2,3,14, 3U,5, 사내, 도장(Paint),20240305,,,,, TURN OVER,20240306,,,,
 SN2591, H170P,9.3,6.5,4.5,10, PB00,4, 사내, 대조립(ASSEMBLY),20240105,,,,, 도장(Paint),20240221, H, 선행도장부선행도장2과,,
 SN2591, H170S,9.3,6.5,4.5,10, QP,1, 사내, 도장(Paint),20240229,,,,, TURN OVER,20240304,,,,
 SN2591, K140C,9.2,13.2,2,28, HA,7, 사내, 도장(Paint),20240223,,,,, 올리기(BLOCK LIFT UP),20240226,,,,
 SN2591, K150C,13,13.2,2.5,38, HA,6, 사내, 도장(Paint),20240226,,,,, 올리기(BLOCK LIFT UP),20240227,,,,
 SN2591, K16GC,22.2,13.3,2,0, 3Q,3, 사내, 도장(Paint),20240220, 도장,20240221,20240221,, 올리기(BLOCK LIFT UP),20240227,,,,
 SN2591, L150P,17.6,11.6,8.3,28, VB,4, 사내, 내업의장,20240208,,,,, 도장(Paint),20240226, H, 선행도장부선행도장2과,,
 SN2591, L150S,17.6,11.6,8.3,28, UA,2, 사내, 내업의장,20240208,,,,, 도장(Paint),20240226, 3K, 선행도장부선행도장1과,,
 SN2591, S08AP,14.8,3.1,1.8,8, JA,5, 사내, 선행중조,20240219,,,,, 중조(MID ASSEMBLY),20240220, R2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, S08AS,14.8,3.1,1.8,8, JA,5, 사내, 선행중조,20240219,,,,, 중조(MID ASSEMBLY),20240221, R2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, S08BP,14.8,5.8,2.8,22, VA,9, 사내, 선행중조,20240208,,,,, 중조(MID ASSEMBLY),20240220, R2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, S08BS,14.8,5.8,2.8,22, UE,7, 사내, 선행중조,20240208,,,,, 중조(MID ASSEMBLY),20240221, R2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2591, S10XP,10.2,1,1.7,8, BNG9,1, 사외, 선선행중조,20240223,,,,, 선행중조,20240314, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2591, S10XS,10.2,1,1.7,8, BNG9,1, 사외, 선선행중조,20240223,,,,, 선행중조,20240314, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2591, S14GP,9.2,21.8,3.1,0, JC,4, 사내, PE(PRE-ERECTION),20240228,,,,, 도장(Paint),20240304, H, 선행도장부선행도장2과,,
 SN2591, S14GS,9.2,21.8,3.1,0, JC,4, 사내, PE(PRE-ERECTION),20240228,,,,, 도장(Paint),20240304, FPS, 선행도장부선행도장3과,,
 SN2591, S160S,12.9,15,3.1,24, UB,5, 사내, 대조립(ASSEMBLY),20240207,,,,, 내업의장,20240221, UA, 전략생산팀(의장그룹)의장3과,,
 SN2591, S161P,12.9,15,3.1,37, UA,3, 사내, 내업의장,20240129,,,,, 대조립(ASSEMBLY),20240130, A2, [가상]전략생산팀(가공그룹)조립1과,,
 SN2591, S360S,12.7,6.9,7,15, ID,2, 사내, 올리기(BLOCK LIFT UP),20240220,,,,,,,,,,
 SN2594, E116P,7.3,3.3,2.4,9, HZ05,21, 사내, 중조(MID ASSEMBLY),20230503,,,,, 내업의장,20230502, 2PD, 선행의장부선행의장2과,,
 SN2594, E116S,7.3,3.3,2.4,9, HZ05,21, 사내, 중조(MID ASSEMBLY),20230503,,,,, 내업의장,20230502, 2PD, 선행의장부선행의장2과,,
 SN2594, F11PC,14.7,24.4,3.2,, 8QC,1, 사내,,,,,,,,,,,,
 SN2596, D71GS,45,19.3,6.8,0, 2P3,13, 사내, PE(PRE-ERECTION),20240226,,,,, 탑재(ERECTION),20240229, 3D, 건조2부건조1과,,
 SN2596, D73GS,19.9,13.7,6.7,0, 3F,10, 사내, PE(PRE-ERECTION),20240219,,,,, 탑재(ERECTION),20240229, 3D, 건조2부건조1과,,
 SN2596, Y600P,12,12,4,0, 3D,2, 사내, 탑재(ERECTION),20240216, 도장,20240215,20240215,,,,,,,
 SN2596, Y600S,12,12,4,0, 3D,2, 사내, 탑재(ERECTION),20240216, 도장,20240215,20240215,,,,,,,
 SN2597, D14GC,50.5,20,2.6,0, 3E,5, 사내, PE(PRE-ERECTION),20240220,,,,, 탑재(ERECTION),20240221, 3D, 건조2부건조1과,,
 SN2597, D17GC,50.1,20,2.6,0, 3C,13, 사내, PE(PRE-ERECTION),20240227,,,,, 탑재(ERECTION),20240229, 3D, 건조2부건조1과,,
 SN2597, D20GC,37.1,20,2.6,0, 8QB,10, 사내, PE(PRE-ERECTION),20240228,,,,, 탑재(ERECTION),20240306, 3D, 건조2부건조1과,,
 SN2597, D34GP,50.5,14.5,4.3,0, 3E,7, 사내, 탑재(ERECTION),20240220,,,,,,,,,,
 SN2597, D34GS,53,14.5,10.9,0, 3C,7, 사내, 탑재(ERECTION),20240220,,,,,,,,,,
 SN2597, D37GP,50.1,13.8,4.3,0, 3D,1, 사내, PE(PRE-ERECTION),20240220,,,,, 탑재(ERECTION),20240229, 3D, 건조2부건조1과,,
 SN2597, D37GS,50.1,13.8,4.3,0, 3D,1, 사내, PE(PRE-ERECTION),20240226,,,,, 탑재(ERECTION),20240229, 3D, 건조2부건조1과,,
 SN2597, D40GP,37.1,13.8,4.3,0, 3P,11, 사내, 도장(Paint),20240305,,,,, 탑재(ERECTION),20240305, 3D, 건조2부건조1과,,
 SN2597, D40GS,37.1,13.8,4.3,0, 3P,7, 사내, 도장(Paint),20240305,,,,, 탑재(ERECTION),20240305, 3D, 건조2부건조1과,,
 SN2597, D710S,23,19.3,6.8,51, HSG2,1, 사외, 내업의장,20240123,,,,, 도장(Paint),20240222, 3K, 선행도장부선행도장1과,,
 SN2597, D720S,22.3,19.4,6.7,64, HSG2,1, 사외, 내업의장,20240122,,,,, 도장(Paint),20240226, H, 선행도장부선행도장2과,,
 SN2597, D730S,13.8,13.4,6.7,24, OFD,1, 사내, 내업의장,20240202, 선행의장,20240207,20240222,, 도장(Paint),20240227, FPS, 선행도장부선행도장3과,,
 SN2597, E11GS,51.4,16.7,8.3,0, HNA,9, 사내, 올리기(BLOCK LIFT UP),20231227,,,,,,,,,,
 SN2597, E41UC,59.6,45.8,11,0, 2P5,21, 사내, PE(PRE-ERECTION),20240222,,,,, 탑재(ERECTION),20240223, 3D, 건조2부건조1과,,
 SN2597, F11GC,14.8,31.4,15.8,0, 3E,3, 사내, PE(PRE-ERECTION),20240308,,,,, 탑재(ERECTION),20240311, 3D, 건조2부건조1과,,
 SN2597, F12GC,27.5,17.1,15.8,0, 3C,13, 사내, PE(PRE-ERECTION),20240311,,,,, 탑재(ERECTION),20240312, 3D, 건조2부건조1과,,
 SN2597, F300C,13.3,4.5,5.4,0, PT6,12, 사내, 도장(Paint),20240222,,,,, 올리기(BLOCK LIFT UP),20240223,,,,
 SN2597, F41GC,16.4,44.7,14.1,0, 3B,2, 사내, PE(PRE-ERECTION),20240312,,,,, 탑재(ERECTION),20240313, 3D, 건조2부건조1과,,
 SN2597, F42GC,27.4,38.7,12.4,0, 3C,12, 사내, PE(PRE-ERECTION),20240314,,,,, 탑재(ERECTION),20240315, 3D, 건조2부건조1과,,
 SN2597, F430C,8,14.4,8.1,9, GC02,1, 사내, TURN OVER,20240220,,,,, PE(PRE-ERECTION),20240214, 3C, 건조2부선행건조과,20240126,
 SN2597, F530C,8.2,20.2,3.3,19, 3L,5, 사내, 도장(Paint),20240215, 도장,20240216,20240216,, TURN OVER,20240221,,,,
 SN2597, G140S,6.6,13.8,4.7,23, BNG9,1, 사외, 대조립(ASSEMBLY),20231228,,,,, 내업의장,20240221, 3J, 선행의장부선행의장1과,20240223,
 SN2597, M11UC,25,45.8,23,0, DB,12, 사내, INSULATION,20240206,,,,, 탑재(ERECTION),20240229, 3D, 건조2부건조1과,,
 SN2597, M120P,12.9,18.9,6,68, DA,8, 사내, 올리기(BLOCK LIFT UP),20231010,,,,,,,,,,
 SN2597, Y900P,8.1,6.6,2.1,22, HNC,16, 사내, 대조립(ASSEMBLY),20240115,,,,, 도장(Paint),20240223, FP6, 선행도장부선행도장3과,,
 SN2597, Y900S,8.1,6.6,2.1,21, HNC,16, 사내, 대조립(ASSEMBLY),20240116,,,,, 도장(Paint),20240226, FP6, 선행도장부선행도장3과,,
 SN2598, A210P,17.9,21,9,52, HSG2,1, 사외, 내업의장,20240215,,,,, 도장(Paint),20240228, H, 선행도장부선행도장2과,,
 SN2598, A210S,17.9,21,9,50, HSG2,1, 사외, 내업의장,20240216,,,,, 도장(Paint),20240228, 3K, 선행도장부선행도장1과,,
 SN2598, A31GC,18,40.9,6,0, 2P3,23, 사내, PE(PRE-ERECTION),20240223,,,,, 도장(Paint),20240228, 3K, 선행도장부선행도장1과,,
 SN2598, B11GP,20.2,22.9,9.6,0, JB,1, 사내, PE(PRE-ERECTION),20240222,,,,, 도장(Paint),20240228, H, 선행도장부선행도장2과,,
 SN2598, B11GS,20.2,23.3,9.6,0, JB,4, 사내, PE(PRE-ERECTION),20240223,,,,, 도장(Paint),20240228, 3K, 선행도장부선행도장1과,,
 SN2598, B13GP,31.4,22.9,8.3,0, 2P5,1, 사내, PE(PRE-ERECTION),20240227,,,,, 도장(Paint),20240304, H, 선행도장부선행도장2과,,
 SN2598, B13GS,31.4,23.3,8.3,0, 2P4,21, 사내, PE(PRE-ERECTION),20240227,,,,, 도장(Paint),20240304, 3K, 선행도장부선행도장1과,,
 SN2598, B15GP,15,22.9,8.3,0, FA,6, 사내, PE(PRE-ERECTION),20240220,,,,, 도장(Paint),20240223, FPS, 선행도장부선행도장3과,,
 SN2598, B15GS,15,23.3,8.3,0, JB,3, 사내, PE(PRE-ERECTION),20240221,,,,, 도장(Paint),20240226, FPS, 선행도장부선행도장3과,,
 SN2598, B222P,14.9,9.5,7,10, OBI,1, 사외, 내업의장,20240129,,,,, 대조립(ASSEMBLY),20240207, 63A, 조립부조립2과,,
 SN2598, B222S,14.9,9.5,7,10, OBI,1, 사외, 내업의장,20240126,,,,, 대조립(ASSEMBLY),20240208, 63A, 조립부조립2과,,
 SN2598, D110C,21.9,20.6,1.9,65, 3N,1, 사내, 내업의장,20240228,,,,, 도장(Paint),20240319, FPS, 선행도장부선행도장3과,20240220,
 SN2598, D121S,15.2,10.3,1.9,40, 3L,4, 사내, 내업의장,20240215, 선행의장,20240219,20240222,, 대조립(ASSEMBLY),20240222, 52B, 판넬조립부대조립과,,
 SN2598, D141P,21.4,10.2,1.9,61, HSGK,1, 사외, 내업의장,20240219, 조립,20240207,20240206,, 대조립(ASSEMBLY),20240229, 52A, 판넬조립부대조립과,20240226,
 SN2598, D141S,21.4,10.3,1.9,61, HSGK,1, 사외, 내업의장,20240219, 조립,20240207,20240206,, 대조립(ASSEMBLY),20240229, 52A, 판넬조립부대조립과,20240226,
 SN2598, D151P,15.2,10.2,1.9,35, 3N,3, 사내, 내업의장,20240223, 선행의장,20240221,20240222,, 대조립(ASSEMBLY),20240305, 52A, 판넬조립부대조립과,,
 SN2598, D151S,15.2,10.3,1.9,39, 3N,6, 사내, 내업의장,20240223, 선행의장,20240221,20240222,, 대조립(ASSEMBLY),20240305, 52A, 판넬조립부대조립과,,
 SN2598, D161P,15.3,10.2,1.9,42, 2Q,1, 사내, 내업의장,20240219, 선행의장,20240216,20240219,, 대조립(ASSEMBLY),20240220, C1, [가상]전략생산팀(가공그룹)조립2과,,
 SN2598, D161S,15.3,10.3,1.9,46, 2Q,1, 사내, 내업의장,20240219, 선행의장,20240216,20240219,, 대조립(ASSEMBLY),20240220, C1, [가상]전략생산팀(가공그룹)조립2과,,
 SN2598, D171P,21.3,10.2,1.9,62, 3M,11, 사내, 내업의장,20240223, 조립,20240219,20240220,, 대조립(ASSEMBLY),20240307, 52A, 판넬조립부대조립과,20240221,
 SN2598, D171S,21.3,10.3,1.9,64, 3M,18, 사내, 중조(MID ASSEMBLY),20240220, 조립,20240220,20240220,, 내업의장,20240221, 3J, 선행의장부선행의장1과,20240221,
 SN2598, D181P,15.3,10.2,1.9,34, VB,2, 사내, 내업의장,20240221,,,,, 대조립(ASSEMBLY),20240226, C1, [가상]전략생산팀(가공그룹)조립2과,20240223,
 SN2598, D181S,15.3,10.3,1.9,38, VB,10, 사내, 내업의장,20240220,,,,, 대조립(ASSEMBLY),20240226, C1, [가상]전략생산팀(가공그룹)조립2과,20240223,
 SN2598, D201P,21.9,10.2,1.9,52, 3M,24, 사내, 중조(MID ASSEMBLY),20240220, 조립,20240220,20240221,, 내업의장,20240221, 3J, 선행의장부선행의장1과,20240304,
 SN2598, D201S,,,,, 판넬조립부, 51BAY,,,, 조립,20240222,20240222,,,,,,,
 SN2598, D310P,21.5,13,4.2,37, 3J,14, 사내, 내업의장,20240221, 선행의장,20240221,20240222,, 도장(Paint),20240315, H, 선행도장부선행도장2과,,
 SN2598, D310S,21.9,12.9,4.3,38, 3J,8, 사내, 대조립(ASSEMBLY),20240205, 조립,20240205,20240202,, 내업의장,20240221, 3J, 선행의장부선행의장1과,20240206,
 SN2598, D320P,15.2,12.9,4.2,24, S2,3, 사내, 대조립(ASSEMBLY),20240202,,,,, 내업의장,20240229, UA, 전략생산팀(의장그룹)의장3과,,
 SN2598, D320S,15.2,12.9,4.2,25, UB,1, 사내, 대조립(ASSEMBLY),20240205,,,,, 내업의장,20240227, UA, 전략생산팀(의장그룹)의장3과,,
 SN2598, D330P,15.2,12.9,4.2,24, UA,13, 사내, 대조립(ASSEMBLY),20240214,,,,, 내업의장,20240304, UA, 전략생산팀(의장그룹)의장3과,,
 SN2598, D330S,15.2,12.9,4.2,24, NB,3, 사내, 대조립(ASSEMBLY),20240205,,,,, 내업의장,20240228, UA, 전략생산팀(의장그룹)의장3과,,
 SN2598, D340P,,,,, 판넬조립부, 52BAY,,,, 조립,20240221,20240222,,,,,,,
 SN2598, D340S,,,,, 판넬조립부, 52BAY,,,, 조립,20240222,20240222,,,,,,,
 SN2598, D350S,15.2,13.5,4.9,25, A4,2, 사내, 대조립(ASSEMBLY),20240219,,,,, 내업의장,20240306, UA, 전략생산팀(의장그룹)의장3과,,
 SN2598, D351P,15.2,13.2,4,39, A4,8, 사내, 내업의장,20240214,,,,, 대조립(ASSEMBLY),20240201, A4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2598, D360P,15.2,13.5,4.9,24, UA,6, 사내, 대조립(ASSEMBLY),20240219,,,,, 내업의장,20240307, UA, 전략생산팀(의장그룹)의장3과,,
 SN2598, D360S,15.2,12.9,4.2,25, A4,1, 사내, 대조립(ASSEMBLY),20240220,,,,, 내업의장,20240306, UA, 전략생산팀(의장그룹)의장3과,,
 SN2598, D371P,21.3,13.2,4,53, 3L,8, 사내, 내업의장,20240208, 선행의장,20240217,20240222,, 대조립(ASSEMBLY),20240226, 52C, 판넬조립부대조립과,,
 SN2598, D371S,21.3,13.2,4,52, 3L,16, 사내, 내업의장,20240207, 선행의장,20240213,20240222,, 대조립(ASSEMBLY),20240227, 52C, 판넬조립부대조립과,,
 SN2598, D381P,15.2,13.2,4,38, RD40,19, 사내, 내업의장,20240208,,,,, 대조립(ASSEMBLY),20240219, A4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2598, D381S,15.2,13.2,4,38, OB,7, 사내, 내업의장,20240208,,,, -4일, 대조립(ASSEMBLY),20240219, A2, [가상]전략생산팀(가공그룹)조립1과,,
 SN2598, D391P,15.2,13.2,4,37, UC,1, 사내, 내업의장,20240215,,,, -3일, 대조립(ASSEMBLY),20240220, A4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2598, D391S,15.2,13.2,4,37, UC,12, 사내, 내업의장,20240216,,,, -2일, 대조립(ASSEMBLY),20240221, A4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2598, D401P,21.9,13.2,4,60, 3J,7, 사내, 내업의장,20240227, 조립,20240216,20240215, -6일, 대조립(ASSEMBLY),20240229, 52A, 판넬조립부대조립과,20240217,
 SN2598, D401S,21.9,13.2,4,60, 3J,2, 사내, 내업의장,20240227, 조립,20240216,20240215, -4일, 대조립(ASSEMBLY),20240229, 52B, 판넬조립부대조립과,20240219,
 SN2598, D411P,15.2,13.2,4,43, NB,6, 사내, 중조(MID ASSEMBLY),20240216,,,, -2일, 내업의장,20240221, UA, 전략생산팀(의장그룹)의장3과,,
 SN2598, D411S,15.2,13.2,4,42, UA,5, 사내, 내업의장,20240226,,,, 10일, 대조립(ASSEMBLY),20240304, N2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2598, D500P,7.6,4.5,2.4,4, 3R46,1, 사내, 대조립(ASSEMBLY),20240219,,,, 10일, 내업의장,20240306, 3J, 선행의장부선행의장1과,20240304,
 SN2598, D500S,7.6,4.5,2.4,4, 3R46,1, 사내, 대조립(ASSEMBLY),20240219,,,, 10일, 내업의장,20240306, 3J, 선행의장부선행의장1과,20240304,
 SN2598, D510S,16.8,8.3,6.7,26, HZ05,2, 사내, 내업의장,20240216, 선행의장,20240215,20240219, -2일, 올리기(BLOCK LIFT UP),20240221,,,,
 SN2598, D520S,22,8.2,6.7,29, HZ05,13, 사내, 내업의장,20240216, 선행의장,20240215,20240219, -2일, 올리기(BLOCK LIFT UP),20240221,,,,
 SN2598, D530S,19.9,8.3,6.7,23, 3N,4, 사내, 내업의장,20240222, 선행의장,20240221,20240222, 31일, 도장(Paint),20240325, 3K, 선행도장부선행도장1과,,
 SN2598, D620S,10,12.5,2.2,16, HZ03,1, 사내, UNIT 의장,20240430, 도장,20240129,20240129, 67일, 탑재(ERECTION),20240430, 3D, 건조2부건조2과,,
 SN2598, D710S,16.7,18.4,6.7,41, HSGK,1, 사외, 대조립(ASSEMBLY),20240208,,,, 10일, 내업의장,20240304, 3J, 선행의장부선행의장1과,,
 SN2598, D731S,11.6,6.6,1,9, BNG8,1, 사외, 내업의장,20240131,,,, -3일, 대조립(ASSEMBLY),20240228, 67A, 조립부조립4과,20240220,
 SN2598, D732S,11.6,6.7,0.5,9, BNG8,1, 사외, 내업의장,20240131,,,, -3일, 대조립(ASSEMBLY),20240228, 67A, 조립부조립4과,20240220,
 SN2598, D733S,24.5,6.5,1,19, HSG2,1, 사외, 내업의장,20240219,,,, -2일, 대조립(ASSEMBLY),20240228, 67A, 조립부조립4과,20240221,
 SN2598, D734S,23.4,6.7,1,19, HSG2,1, 사외, 내업의장,20240219,,,, -2일, 대조립(ASSEMBLY),20240228, 67A, 조립부조립4과,20240221,
 SN2598, E11GP,51.4,17,8.2,0, 8QC,12, 사내, PE(PRE-ERECTION),20240229,,,, 6일, 올리기(BLOCK LIFT UP),20240229,,,,
 SN2598, E130S,13.3,8.3,7.3,2, 3H,8, 사내, 도장(Paint),20240220, 도장,20240221,20240221, -2일, 올리기(BLOCK LIFT UP),20240221,,,,
 SN2598, E21PP,25.5,12.5,4.6,0, DK1,1, 사외, 도장(Paint),20240205,,,, 0일, TURN OVER,20240223,,,,
 SN2598, E21PS,25.5,12.5,4.6,0, HSG2,1, 사외, 도장(Paint),20240130, 도장,20240131,20240131, 0일, TURN OVER,20240223,,,,
 SN2598, E23GC,17,42.3,10.8,0, 8QB,6, 사내, PE(PRE-ERECTION),20240313,,,, 19일, 올리기(BLOCK LIFT UP),20240313,,,,
 SN2598, E24PC,25.6,20.9,3.6,0, PT4,2, 사내, 도장(Paint),20240220,,,, -1일, TURN OVER,20240222,,,,
 SN2598, E310P,14.8,13.4,5.1,26, GA,6, 사내, 도장(Paint),20240216, 도장,20240219,20240219, -2일, TURN OVER,20240221,,,,
